query_text,risk_category
My Aadhaar verification has not been approved yet. Can you tell me why it is pending.,Sensitive
My ATM PIN is taking longer than expected. I would like to know the procedure.,General
My identity verification has not been approved yet. Please guide me through the required process.,Sensitive
My home loan application is still pending. I would like an update on the application.,Sensitive
I received an alert for a transaction I did not make. The transaction was made while I had my card with me. Please help me dispute the transaction.,Fraud
My mobile banking password is not working. I would like to know the procedure.,General
My business loan application has not been approved yet. I need guidance on updating the information.,Sensitive
My communication address is not working. Can you help me with this banking service.,General
My bank transfer is taking longer than expected. I would like to know the procedure.,General
I believe my card details have been compromised. The amount is not something I authorized. I want to investigate this transaction.,Fraud
My loan documentation has not been approved yet. Please guide me through the required process.,Sensitive
My salary credit needs to be updated. Can you help me with this banking service.,General
My communication address is difficult to access. Please provide the relevant information.,General
I found an unknown payment in my statement. The payment is unfamiliar to me. Please tell me how to report this immediately.,Fraud
I believe my card details have been compromised. I received the notification while checking my phone. Please help me dispute the transaction.,Fraud
Someone used my debit card without my permission. I received the notification while checking my phone. I need assistance with an unauthorized payment.,Fraud
My registered email address needs to be updated. Please tell me how to resolve this.,General
I noticed an unauthorized transaction on my account. I do not know who initiated the transaction. Please tell me how to report this immediately.,Fraud
My banking application is not visible in the app. What should I do next.,General
My account balance needs to be updated. Can you guide me through the process.,General
Someone used my credit card without my permission. I have never made this type of payment. I want to investigate this transaction.,Fraud
My communication address is difficult to access. Can you guide me through the process.,General
My banking application is unavailable right now. I need instructions for this service.,General
My banking application is difficult to access. Please tell me how to resolve this.,General
I believe my card details have been compromised. The transaction appeared this morning. Please tell me how to block the affected card.,Fraud
Someone used my credit card without my permission. I noticed it while reviewing my transaction history. Please tell me how to block the affected card.,Fraud
My KYC verification is showing as incomplete. Please explain what information I should provide.,Sensitive
My cheque book request is not visible in the app. Please help me complete the request.,General
My company account verification has not been approved yet. Please guide me through the required process.,Sensitive
My banking application is difficult to access. Please help me complete the request.,General
My loan documentation is still pending. Please guide me through the required process.,Sensitive
Money was withdrawn from my account without authorization. I noticed it while reviewing my transaction history. Please guide me on the next steps.,Fraud
My mobile banking login has not been reflected yet. Can you explain the steps to fix it.,General
Someone transferred money from my account without my approval. The transaction appeared this morning. I want to investigate this transaction.,Fraud
I do not recognize a recent card payment. The amount is not something I authorized. I want to investigate this transaction.,Fraud
I received an alert for a transaction I did not make. The transaction appeared this morning. I need to secure my account.,Fraud
My loan documentation has not been completed yet. Please explain what information I should provide.,Sensitive
My net banking login is not visible in the app. Can you help me with this banking service.,General
My communication address needs clarification. Please tell me how to resolve this.,General
My loan documentation is showing as incomplete. I would like an update on the application.,Sensitive
My KYC documents is waiting for review. Please help me resolve the verification issue.,Sensitive
Someone transferred money from my account without my approval. The transaction was made while I had my card with me. I want to prevent any further unauthorized activity.,Fraud
My mobile banking password is unavailable right now. Can you guide me through the process.,General
My NEFT transfer is difficult to access. I would like to know the procedure.,General
I received an alert for a transaction I did not make. The transaction was made while I had my card with me. Please tell me how to block the affected card.,Fraud
I received an alert for a transaction I did not make. The transaction appeared this morning. Please tell me how to block the affected card.,Fraud
My personal information update is still pending. Can you tell me how long the review may take.,Sensitive
My cheque clearance is taking longer than expected. Can you explain the steps to fix it.,General
My account verification needs to be updated. I need guidance on updating the information.,Sensitive
I noticed an unauthorized transaction on my account. I want to make sure no further transactions occur. Please help me raise a fraud complaint.,Fraud
I believe my card details have been compromised. The payment is unfamiliar to me. Please help me dispute the transaction.,Fraud
My ATM PIN needs clarification. I need instructions for this service.,General
My bank transfer needs to be updated. Please provide the relevant information.,General
My personal loan application has not been completed yet. Please help me complete the process.,Sensitive
Someone used my credit card without my permission. I noticed it while reviewing my transaction history. Please help me report the fraud.,Fraud
My personal loan application requires additional documents. Can you tell me why it is pending.,Sensitive
My company account verification needs further information. Can you tell me why it is pending.,Sensitive
I noticed an unauthorized transaction on my account. I have never made this type of payment. Please help me report the fraud.,Fraud
My personal information update has not been approved yet. Please help me resolve the verification issue.,Sensitive
I received an alert for a transaction I did not make. The payment is unfamiliar to me. Please guide me on the next steps.,Fraud
Money was withdrawn from my account without authorization. I received the notification while checking my phone. I want to prevent any further unauthorized activity.,Fraud
My account balance needs clarification. Can you help me with this banking service.,General
Someone transferred money from my account without my approval. I have never made this type of payment. Please help me dispute the transaction.,Fraud
Money was withdrawn from my account without authorization. The transaction was made while I had my card with me. Please help me report the fraud.,Fraud
My ATM PIN is taking longer than expected. Please provide the relevant information.,General
I found an unknown payment in my statement. The amount is not something I authorized. Please help me raise a fraud complaint.,Fraud
My account verification needs to be updated. Can you tell me how long the review may take.,Sensitive
I noticed an unauthorized transaction on my account. The transaction appeared this morning. I want to investigate this transaction.,Fraud
My mobile banking password needs clarification. Please tell me how to resolve this.,General
My communication address needs to be updated. Please tell me how to resolve this.,General
My registered email address is taking longer than expected. Please provide the relevant information.,General
I believe my card details have been compromised. I have never made this type of payment. Please help me report the fraud.,Fraud
My bank transfer was not processed. I need instructions for this service.,General
My KYC documents needs further information. Please explain what information I should provide.,Sensitive
I received an alert for a transaction I did not make. I want to make sure no further transactions occur. I want to investigate this transaction.,Fraud
My loan verification needs further information. Can you tell me how long the review may take.,Sensitive
There is a suspicious UPI transfer in my account. The transaction appeared this morning. Please help me raise a fraud complaint.,Fraud
I received an alert for a transaction I did not make. I noticed it while reviewing my transaction history. I need assistance with an unauthorized payment.,Fraud
My account verification is showing as incomplete. Please help me resolve the verification issue.,Sensitive
My IMPS transfer is taking longer than expected. I would like to know the procedure.,General
My identity verification needs further information. Please help me resolve the verification issue.,Sensitive
My ATM PIN was not processed. Please tell me how to resolve this.,General
My bank statement has not been reflected yet. Can you guide me through the process.,General
My registered email address is unavailable right now. Can you help me with this banking service.,General
Someone used my credit card without my permission. I noticed it while reviewing my transaction history. Please tell me how to report this immediately.,Fraud
My transaction history needs clarification. I would like to know the procedure.,General
My account balance is unavailable right now. I would like to know the procedure.,General
My personal information update needs to be updated. Please help me complete the process.,Sensitive
My internet banking password is not visible in the app. Please explain how this service works.,General
My communication address is not working. Please provide the relevant information.,General
My communication address has not been reflected yet. I need instructions for this service.,General
Someone transferred money from my account without my approval. I have never made this type of payment. I want to prevent any further unauthorized activity.,Fraud
My PAN verification has not been approved yet. Please help me resolve the verification issue.,Sensitive
My personal information update is waiting for review. Please explain what information I should provide.,Sensitive
My banking application needs clarification. Can you guide me through the process.,General
My loan verification has not been completed yet. I would like an update on the application.,Sensitive
My loan verification has not been completed yet. Please explain what information I should provide.,Sensitive
My PAN verification requires additional documents. Please explain what information I should provide.,Sensitive
My internet banking password is unavailable right now. Please help me complete the request.,General
My bank statement is difficult to access. Can you explain the steps to fix it.,General
My bank statement has not been reflected yet. Please tell me how to resolve this.,General
My NEFT transfer needs clarification. Can you explain the steps to fix it.,General
My debit card activation has not been reflected yet. Can you explain the steps to fix it.,General
My KYC documents needs further information. Can you tell me how long the review may take.,Sensitive
My loan verification has not been approved yet. Please explain what information I should provide.,Sensitive
My ATM PIN was not processed. Please help me complete the request.,General
My PAN verification is still pending. Please tell me which documents are required.,Sensitive
My KYC verification is under review. Please help me complete the process.,Sensitive
My home loan application is still pending. Please tell me which documents are required.,Sensitive
My debit card activation is taking longer than expected. Can you explain the steps to fix it.,General
My mobile banking login is unavailable right now. I need instructions for this service.,General
My debit card activation has not been reflected yet. I would like to know the procedure.,General
My KYC documents is still pending. Please tell me which documents are required.,Sensitive
My cheque clearance is unavailable right now. Can you explain the steps to fix it.,General
My NRI account KYC is still pending. Please guide me through the required process.,Sensitive
My banking application was not processed. Please explain how this service works.,General
My personal loan application is still pending. Please help me complete the process.,Sensitive
My banking application is not working. Please provide the relevant information.,General
Money was withdrawn from my account without authorization. The amount is not something I authorized. Please guide me on the next steps.,Fraud
I believe my card details have been compromised. I received the notification while checking my phone. I want to prevent any further unauthorized activity.,Fraud
My account balance is difficult to access. Please help me complete the request.,General
My PAN verification is under review. Please guide me through the required process.,Sensitive
My transaction history is taking longer than expected. Can you guide me through the process.,General
My home loan application requires additional documents. Please help me complete the process.,Sensitive
My KYC verification is showing as incomplete. Can you tell me why it is pending.,Sensitive
My KYC verification is showing as incomplete. Please help me resolve the verification issue.,Sensitive
My ATM withdrawal has not been reflected yet. Can you explain the steps to fix it.,General
I believe my card details have been compromised. I do not know who initiated the transaction. Please guide me on the next steps.,Fraud
Someone used my debit card without my permission. The transaction was made while I had my card with me. Please tell me how to block the affected card.,Fraud
My home loan application requires additional documents. I need guidance on updating the information.,Sensitive
My company account verification is showing as incomplete. Please guide me through the required process.,Sensitive
Someone used my credit card without my permission. I do not know who initiated the transaction. I need assistance with an unauthorized payment.,Fraud
My financial document verification requires additional documents. Can you explain the next steps.,Sensitive
My mobile banking password is not working. Please provide the relevant information.,General
My salary credit is showing an error. I need instructions for this service.,General
My internet banking password is difficult to access. Can you guide me through the process.,General
My financial document verification is showing as incomplete. Please explain what information I should provide.,Sensitive
My home loan application is under review. Can you tell me how long the review may take.,Sensitive
My personal loan application needs to be updated. Please help me resolve the verification issue.,Sensitive
My NRI account KYC was submitted for verification. Please explain what information I should provide.,Sensitive
My Aadhaar verification is showing as incomplete. Please help me complete the process.,Sensitive
Someone used my debit card without my permission. I want to make sure no further transactions occur. I want to prevent any further unauthorized activity.,Fraud
My company account verification needs further information. Can you tell me how long the review may take.,Sensitive
Someone used my credit card without my permission. I noticed it while reviewing my transaction history. Please guide me on the next steps.,Fraud
My KYC documents is still pending. Please help me complete the process.,Sensitive
My bank statement needs to be updated. Can you help me with this banking service.,General
My mobile banking login was not processed. I would like to know the procedure.,General
My financial document verification needs further information. Can you tell me how long the review may take.,Sensitive
My home loan application is waiting for review. Can you tell me how long the review may take.,Sensitive
Someone transferred money from my account without my approval. The payment is unfamiliar to me. Please tell me how to block the affected card.,Fraud
There is a suspicious UPI transfer in my account. I want to make sure no further transactions occur. I want to investigate this transaction.,Fraud
My net banking login needs clarification. I need instructions for this service.,General
I noticed an unauthorized transaction on my account. I have never made this type of payment. I need assistance with an unauthorized payment.,Fraud
My banking application is difficult to access. Please explain how this service works.,General
I noticed an unauthorized transaction on my account. The transaction appeared this morning. Please guide me on the next steps.,Fraud
I noticed an unauthorized transaction on my account. I received the notification while checking my phone. Please tell me how to block the affected card.,Fraud
I believe my card details have been compromised. The transaction appeared this morning. Please help me dispute the transaction.,Fraud
There is a suspicious UPI transfer in my account. The payment is unfamiliar to me. Please help me raise a fraud complaint.,Fraud
Someone transferred money from my account without my approval. The payment is unfamiliar to me. Please help me report the fraud.,Fraud
My NRI account KYC is showing as incomplete. Can you explain the next steps.,Sensitive
My net banking login is showing an error. I would like to know the procedure.,General
My debit card activation is not visible in the app. Please explain how this service works.,General
My personal loan application was submitted for verification. I need guidance on updating the information.,Sensitive
My account balance is showing an error. Can you help me with this banking service.,General
My registered email address needs to be updated. Please explain how this service works.,General
My company account verification requires additional documents. Please explain what information I should provide.,Sensitive
Someone used my credit card without my permission. The transaction was made while I had my card with me. I want to investigate this transaction.,Fraud
Money was withdrawn from my account without authorization. The payment is unfamiliar to me. I need to secure my account.,Fraud
My ATM withdrawal is taking longer than expected. Can you explain the steps to fix it.,General
My mobile banking login is taking longer than expected. I would like to know the procedure.,General
Someone used my debit card without my permission. The transaction was made while I had my card with me. Please help me report the fraud.,Fraud
Someone transferred money from my account without my approval. I noticed it while reviewing my transaction history. Please tell me how to report this immediately.,Fraud
Someone transferred money from my account without my approval. I have never made this type of payment. Please help me report the fraud.,Fraud
My KYC verification requires additional documents. Can you tell me why it is pending.,Sensitive
There is a suspicious UPI transfer in my account. The transaction was made while I had my card with me. Please help me dispute the transaction.,Fraud
My account verification is under review. Can you tell me why it is pending.,Sensitive
My registered email address is not working. Please provide the relevant information.,General
My Aadhaar verification is waiting for review. Please tell me which documents are required.,Sensitive
There is a suspicious UPI transfer in my account. I want to make sure no further transactions occur. Please guide me on the next steps.,Fraud
My identity verification is showing as incomplete. Please guide me through the required process.,Sensitive
Someone transferred money from my account without my approval. The amount is not something I authorized. Please tell me how to block the affected card.,Fraud
My debit card activation was not processed. Can you explain the steps to fix it.,General
My NEFT transfer is unavailable right now. Please help me complete the request.,General
Someone used my debit card without my permission. I do not know who initiated the transaction. Please guide me on the next steps.,Fraud
My debit card activation is showing an error. I would like to know the procedure.,General
My PAN verification needs to be updated. Please help me complete the process.,Sensitive
There is a suspicious UPI transfer in my account. The payment is unfamiliar to me. I need to secure my account.,Fraud
My KYC documents is showing as incomplete. Please explain what information I should provide.,Sensitive
I found an unknown payment in my statement. I do not know who initiated the transaction. Please tell me how to block the affected card.,Fraud
I found an unknown payment in my statement. I have never made this type of payment. Please help me raise a fraud complaint.,Fraud
My loan documentation requires additional documents. Please explain what information I should provide.,Sensitive
Someone used my credit card without my permission. The amount is not something I authorized. Please guide me on the next steps.,Fraud
My loan verification has not been approved yet. I would like an update on the application.,Sensitive
My ATM withdrawal is not working. Please provide the relevant information.,General
My personal loan application needs to be updated. Please guide me through the required process.,Sensitive
My communication address is not working. What should I do next.,General
My internet banking password needs clarification. Can you guide me through the process.,General
My transaction history has not been reflected yet. I need instructions for this service.,General
My bank transfer is unavailable right now. Can you help me with this banking service.,General
My ATM PIN is showing an error. I would like to know the procedure.,General
I found an unknown payment in my statement. The amount is not something I authorized. I want to prevent any further unauthorized activity.,Fraud
I believe my card details have been compromised. I received the notification while checking my phone. I want to investigate this transaction.,Fraud
My company account verification is waiting for review. Please tell me which documents are required.,Sensitive
My PAN verification was submitted for verification. I need guidance on updating the information.,Sensitive
My IMPS transfer is taking longer than expected. Please explain how this service works.,General
My net banking login needs clarification. Can you explain the steps to fix it.,General
Someone used my debit card without my permission. The payment appeared in my latest statement. Please help me report the fraud.,Fraud
My registered mobile number needs to be updated. Please provide the relevant information.,General
My account verification was submitted for verification. Please tell me which documents are required.,Sensitive
My personal information update is waiting for review. Please help me resolve the verification issue.,Sensitive
My bank transfer was not processed. Can you explain the steps to fix it.,General
My KYC documents needs to be updated. Please help me resolve the verification issue.,Sensitive
I believe my card details have been compromised. The payment appeared in my latest statement. I want to investigate this transaction.,Fraud
Money was withdrawn from my account without authorization. The payment appeared in my latest statement. Please guide me on the next steps.,Fraud
Someone transferred money from my account without my approval. The payment is unfamiliar to me. Please guide me on the next steps.,Fraud
My business loan application is still pending. Can you tell me how long the review may take.,Sensitive
I noticed an unauthorized transaction on my account. The amount is not something I authorized. Please help me raise a fraud complaint.,Fraud
My communication address is taking longer than expected. Please explain how this service works.,General
Someone used my credit card without my permission. The transaction was made while I had my card with me. Please help me dispute the transaction.,Fraud
My NRI account KYC has not been completed yet. Please guide me through the required process.,Sensitive
I received an alert for a transaction I did not make. I have never made this type of payment. Please help me report the fraud.,Fraud
My personal loan application has not been completed yet. Please explain what information I should provide.,Sensitive
My ATM PIN has not been reflected yet. I need instructions for this service.,General
My business loan application needs to be updated. Please help me resolve the verification issue.,Sensitive
My cheque clearance needs to be updated. I need instructions for this service.,General
My loan verification is under review. Can you tell me how long the review may take.,Sensitive
My account balance is not working. I need instructions for this service.,General
My KYC verification needs to be updated. Please explain what information I should provide.,Sensitive
My KYC documents is still pending. Please guide me through the required process.,Sensitive
Someone used my credit card without my permission. I do not know who initiated the transaction. Please guide me on the next steps.,Fraud
My KYC documents is showing as incomplete. Please help me resolve the verification issue.,Sensitive
My company account verification is under review. Can you explain the next steps.,Sensitive
My financial document verification requires additional documents. Can you tell me why it is pending.,Sensitive
My ATM PIN is not working. Please provide the relevant information.,General
I found an unknown payment in my statement. I do not know who initiated the transaction. I need assistance with an unauthorized payment.,Fraud
My personal information update is waiting for review. I would like an update on the application.,Sensitive
My loan documentation needs to be updated. Please help me resolve the verification issue.,Sensitive
Someone used my credit card without my permission. The transaction appeared this morning. Please help me dispute the transaction.,Fraud
I do not recognize a recent card payment. I want to make sure no further transactions occur. Please help me report the fraud.,Fraud
My cheque book request is difficult to access. I need instructions for this service.,General
I believe my card details have been compromised. I noticed it while reviewing my transaction history. Please help me raise a fraud complaint.,Fraud
My bank statement is unavailable right now. I would like to know the procedure.,General
There is a suspicious UPI transfer in my account. I noticed it while reviewing my transaction history. I need to secure my account.,Fraud
My loan documentation was submitted for verification. Please help me resolve the verification issue.,Sensitive
My mobile banking password has not been reflected yet. Please provide the relevant information.,General
I found an unknown payment in my statement. I received the notification while checking my phone. Please help me report the fraud.,Fraud
My personal information update needs further information. Please guide me through the required process.,Sensitive
My registered mobile number is taking longer than expected. Please help me complete the request.,General
Someone used my debit card without my permission. The payment is unfamiliar to me. I need assistance with an unauthorized payment.,Fraud
My company account verification requires additional documents. Please help me resolve the verification issue.,Sensitive
My bank statement was not processed. Can you help me with this banking service.,General
Someone transferred money from my account without my approval. The transaction was made while I had my card with me. I want to investigate this transaction.,Fraud
My Aadhaar verification is under review. Can you explain the next steps.,Sensitive
My internet banking password needs to be updated. Please help me complete the request.,General
My mobile banking password is not working. What should I do next.,General
Someone used my debit card without my permission. I want to make sure no further transactions occur. Please tell me how to block the affected card.,Fraud
My registered mobile number needs to be updated. Please tell me how to resolve this.,General
I found an unknown payment in my statement. I received the notification while checking my phone. I need assistance with an unauthorized payment.,Fraud
My ATM PIN is difficult to access. Can you help me with this banking service.,General
I found an unknown payment in my statement. I want to make sure no further transactions occur. Please help me raise a fraud complaint.,Fraud
I received an alert for a transaction I did not make. The payment appeared in my latest statement. Please help me raise a fraud complaint.,Fraud
My registered email address has not been reflected yet. Please help me complete the request.,General
My bank transfer is showing an error. Please provide the relevant information.,General
My net banking login is showing an error. What should I do next.,General
My ATM withdrawal is taking longer than expected. Can you guide me through the process.,General
My home loan application has not been completed yet. Please explain what information I should provide.,Sensitive
My registered mobile number is unavailable right now. Please tell me how to resolve this.,General
My banking application was not processed. I would like to know the procedure.,General
